value,count
once we got to the top we could walk around and take pictures .,1
"if you go for the first time , i suggest to go from the metro station `` trocadero '' which will offer you a great view .",1
loved it and will return back .,1
we took a pedicab over to see it and it 's so much bigger than we thought !,1
definitely recommend a tour of the tower .,1
hang out on joseph bouvard road southeast of the tower for a full unobstructed view .,1
you must see the eiffel tower if for no other reason than to take the obligatory picture in front of the eiffel tower .,1
what i witnessed were kids sitting down next to a man who put his phone next to him to tie his shoe ... we alerted him and the kid just looked perplexed .,1
do n't miss seeing the tower at night .,1
the golden lights flicker and create the most beautiful site to see at night in paris .,1
"do n't take the lift , you will queue for hours .",1
make sure you 're already logged onto the site and at the page ready to go .,1
"or you can save a few euros , endure a much shorter queue , and work up a bit of sweat by taking the stairs to the 1st and 2nd floors .",1
the view does n't really change much by going all the way to top .,1
"yo can feel a lot of happines , caos and serenity at the same time even with the thousands of peiple visiting .",1
i have been up into it once and once or twice just visited from the outside .,1
one of the must visit place in the world .,1
your ticket gets you to the first teo levels .,1
but we only want to visit the eiffle tower .,1
took over an hour to get down and with children this was problematic .,1
should be free so it can move faster .,1
the view is breathtaking !,1
just be sure you can handle about 700 steps .,1
the views are simply breath taking .,1
watch out pickpockets .,1
too much tourists and uncomfortable because of thieves .,1
great photo opp .,1
my wife and i visited the eiffel tower and decided to walk up the steps !,1
"so , go with your family early , if you arrive by 8:30 am , you should n't have to wait too long .",1
we had way more fun here than we had imagined .,1
a truly iconic site of paris .,1
"be sure to pay attention may have a specific time to show up , but makes getting in and up quicker .",1
it is a tourist `` must see '' while visiting paris .,1
"so beautiful , i never knew that the tower shimmers gold and white lights at night .",1
the photos ops from the tower are outstanding !!!,1
we planned to see it the next day during the day .,1
"at night , every hour the tower will have a small light show .",1
"as great a landmark as this is , nothing describes the sensation of just looking at it .",1
"we do n't know how the weather is gon na be , so that 's the problem .",1
book online and beat the queues .,1
there were some lineups but overall wait times were okay .,1
everyone should `` do '' the eiffel tower at least once .,1
you ca n't visit paris without doing the eiffel tower .,1
definitely worth the visit .,1
since we went to paris after new years day it was relatively quiet comparatively speaking .,1
"actually up the tower is very busy and very cold , i much prefer to admire it from the ground !",1
3 level if you want to go up the tower thought this is not cheap for 40-50 minutes .,1
do go and take pictures if and see it for yourself of the magnificent structure even you do n't intend to go up .,1
it is really a amazing sight .,1
"interesting to see the way the tower was constructed , illustrated by historical photos displayed at the top level .",1
you can see far beyond the bois de bologne and vincennes .,1
it was freezing cold when we were there !,1
so magnificent .,1
one of the best places to go in the world !,1
the eiffel tower is a must see in paris especially during the evening when the lights are turned on and every hour the tower sparkles for 5 whole minutes which offers you another amazing view of the tower !!!,1
a really nice atmosphere here .,1
this was a good way since it saved us time on lines and made reservations for our lunch at tour58 the first level restaurant .,1
there is a light show every night on the hour .,1
i can not explain it .,1
the second level was better for viewing than the first ; really did n't need to go to the top .,1
"this is one of the cities which everyone should see , there is magic is every single part of it .",1
"even on a cold cloudy day when we visited , it was still certainly a magnificent sight to see .",1
also that people are n't too excited about being patient .,1
"if you can , whereever you are in the world , take a plane and get to paris to see the tower !",1
"naturally , the eiffel tower is a fanatic architectural wonder and fascinating landmark , however over the last 10 years , it really feels that it has been turned into a theme park .",1
i liked our guide too - very funny and informative regarding not only the tower but the history of paris too .,1
besides just seeing the tower from a distance it is exciting to be able to go up in the elevators to the various levels .,1
makes a nice video to post on social media .,1
"i took my husband on this famous landmark only to waste our time queuing for 3 hours in the hot sun is another thing , queuing again at the restaurant just to get water as i 'm am suffocated and dehydrated already !",1
"put off by all the reviews about queues , right ?",1
does n't cost a bomb -lrb- ard $ 17 -rrb- .,1
"bypass the people selling the souvineers , and make you way to the tower .",1
had a really lovely time here it 's a special city .,1
"however , watch out for the gypsy girls with their bogus `` petitions '' and do n't admit to being english because they will hound you for a `` donation '' ; ignore the hawkers with their shoddy souvenirs ; and beware of pickpockets .",1
"at nights the tower is so beautiful , the lights are wow !!!!",1
did n't feel any need to travel up to viewing galleries .,1
oh and toilets are at the base and each floor should one need to go .,1
took the elevator up and walked down for the experience .,1
"best place to view the tower is from trocadero , i think .",1
this shop also has gelato etc. .,1
"as such , the no nonsense security detail was stern and unwelcoming .",1
"my kids know the eiffel tower and have seen it in countless movies , tv shows and more so i wanted to be sure they had a chance to see it in person .",1
the line on people queing to up the eiffle tower was so long that we didnt end up doing it .,1
i have to say that the main reason to go and see the eiffel tower and to say you went and saw the eiffel tower .,1
wonderful day .,1
pleas eplan properly and go as it gets busy from time to time .,1
loads of police around so felt safe .,1
it was really good time all day in the eiffel tower but night was exceptional !,1
"if you want to visit the top , make sure it 's open -lrb- go online to check -rrb- .",1
"the eiffel tower is a very popular attraction in paris ; however , it is loveliest at night when the lights are shining .",1
"pity , as i enjoyed the journey but it left a bad taste and my 10 year only niece was quite scared",1
maybe next visit we will try it out .,1
"everything is easier to see from the second floor , but the top , summit , gives a complete paris perspective .",1
we then saw the eiffel tower all lit up at night from the ground .,1
now my third visit it is still breath taking especially at night .,1
if you want to go up in the tower for goodness sake order your skip the line tickets on tripadvisor before you go or you will be in line for hours .,1
"when you 're in paris , you have to see the eiffel tower , right ?",1
"spectacular during the day , it truly comes alive at night , with a dazzling light show .",1
the most famous place to visit in france .,1
moon was up .,1
paris looked superb .,1
from palais de chaillot / jardins du trocadero you have a wonderful view on the eiffel tower .,1
"come and see it , snap some photos and then hit the metro to go to another part of town where there is more to do .",1
walking to the top - well that did n't happen but we walked from mid way down .,1
"had tried booking tickets online before travelling , but could n't get any availability .",1
beautiful tower and a fun experience to have .,1
"so yes , quite afraid of heights .",1
"i was quite underwhelmed by my visit ... on the other hand , this visit was my travel awakening - something about the eiffel tower that makes it land on everyones bucket list .",1
first let me said the front of the tower its not as described .,1
the first time i wanted to see the eiffel tower was at night with all the sparkles - and that 's what we got .,1
went straight to the top .,1
there is nothing more impressive than the eiffel tower and all it 's glory !,1
it 's beautiful scenery .,1
"i would highly suggest signing up for part of a tour group and making sure they have this same privilege , thus saving you the half day of line standing that come on the busier days .",1
i booked a tour through viator which allowed us to skip the long entrance lines .,1
i was fearless and went to the top sky deck ... absolutely incredible and i am so glad i went to the top !,1
just be careful of your valuables just like any other busy tourist destination through out the world a little care and common sense .,1
"take all the pictures from the top floor , and then take your time with the 2nd and 1st floors .",1
it 's not .,1
"we were at the second level and said let 's walk down the stairs , hence the title .",1
our ticket 's access is until 2nd floor .,1
even more beautiful when the sparkling dazzling lights lit up the tower at every hour of the night .,1
we went once during the day and twice a night .,1
it has to be done in paris !,1
or do you prefer to call it breathtaking ?,1
"surely they can process access a lot quicker , open all the towers to access the top .",1
granted we couldnt have champagne at the top doing it this way but we got to see it and experience it with a minimum of crowd and not many street vendors trying to get us to buy dodgy toys .,1
"beautiful views from the top of the eiffel tower , quite a few facilities in the eiffel tower including ice skating and restaurants .",1
the beacon light at the top was sometimes obscured because of the fog but the fog only added an air of drama to the tower .,1
"we loved visiting the open grassy area below , walking up the stairs of the tower to the platform where you have a very nice view and are not always mobbed by other tourists .",1
"we just visited and walked around , we were pested by many street vendors here , one of the only places we were in paris .",1
"however , its still a must to take a closer look at it .",1
is it really that amazing and mesmerizing ?,1
"the tower sparkles on the hour , every hour , which is why i would recommend a night time visit .",1
superb structure and stunning views from the top.the restaurant charges very high and even the gift items we saw was quiet expensive when compared to other part of the city .,1
daytime and nighttime .,1
"also , ensure you allow enough time to view the tower from the ground during the evening as the light show running every hour , on the hour starting at 8.00 pm is worth the effort .",1
"you have to watch out for pickpockets and obnoxious street venders , but avoiding them it is truly a once in a lifetime view .",1
gorgeous views and awesome structure !,1
every structural element is bolted .,1
"we spent here couple of hours with a skip the line tour , and stayed a bit more by ourselves .",1
although this did afford us a picture post card first view of the tower from a typical parisian street as we approached it .,1
my best picture however was from trocadéro on the hill at night .,1
massive bit of advice wrap up was a warm day when we went but at the top like the north pole .,1
never tire of coming back .,1
lovely early mornings .,1
marvellous structure .,1
or just bring a blanket and wine and sit in the park right in front of the tower amongst many other tourist and enjoy the twinkle and excitement .,1
"but , if you manage to go up , the view was wow .",1
visited solo to tick off my list of places to see .,1
the skip the line was worthy !,1
"it was very breezy as we went on to the higher floors , even in july so come prepared !",1
"this , to me , was the beauty of this most famous structure .",1
do not miss to have a cruise in river seine .,1
i have visited many times .,1
"lots of vendors , so watch your wallet !!",1
i will surely comeback here after 3 years .,1
each time presented the most spectacular views of one of my favourite cities in the world !,1
it 's even more amazing at night and the lighting show is priceless ... we did not experince any problems with pick pockets or any other forms of crime .,1
it also offers a good spot for selfies !,1
do not miss .,1
it 's worth the investment and waiting .,1
"unfortunately no panel showing us what we were looking at from the top though , breath taking views .",1
"we did not have to wait in the long lines , we just entered and started our tour .",1
there 's a gift shop on the second level for your official eiffel tower souvenirs .,1
the lights are beautiful and every so often it will sparkle with a glitter show .,1
going up the tower is great and specially at night the lighting effect is great too .,1
"bring some warm clothes , because it is windy , waiting in line for the elevator .",1
once inside there are numerous confusing long lines .,1
can see all the way across paris .,1
"i could n't keep track of the amount of times people would come and ask to sign a petition , try and show a trick -lrb- that results in you giving them money -rrb- , sell some sort or tour or just flat out ask for money .",1
hope i can visit this area in the afternoon with my family and friends .,1
but a pity that if you buy a stair ticket then you have to walk all the way to the 2nd stage .,1
and stunning at night !!!,1
its really a wonder of the world ... we went upto the final level of tower and its amazing .,1
they sell champagne at the top for 18 euros for a tiny cup .,1
"i would say the day we went , it was closed so you ca n't climb up to see the view .",1
just make sure to bring a gold camera to get good quality shots .,1
just fabulous .,1
"it may not be that new , but it is new since the last time i was in paris .",1
"it 's amazing during the day and at night with all the light works and the big light on top of it , but after midnight all of the lights are gone and the tower just looks sad and soooooo depressing .",1
i would definitely recommend everyone to go to the top of eiffel tower at least once to capture the beauty of paris .,1
more in the restaurant .,1
"unless you 're willing to wait in line , you do n't get a whole lot more out of seeing it up close than you do from seeing it from miles away .",1
you need to wait in the row maybe 20 min before you get to the elevator - even you have a ticket for a set time .,1
nothing can prepare you for the staggering size and the beauty of form !,1
"of course if you go to paris , you must see the eiffel tower .",1
there are bag searches when you go in .,1
plan on at least 90 minutes if you want to go the top and back .,1
"big deal its just an old radio mast with lights on it , guarded by the army for tourist safety , id stay away .",1
"after some research into `` hacking '' the visit , i arrived a full hour before the opening , and the line was already long .",1
the operator runs it like a monopoly -lrb- which it is -rrb- and has no incentive to have good customer service - as is evidenced by the out of date website ... i am not a happy customer .,1
they should be proud .,1
only downside is the length of time spent queuing for the lift to the very top but that is to be expected anyway .,1
be prepared to wait in queues and go through security screening but the wait is worth it .,1
be aware there are several levels were you can view .,1
i 'm glad i went but i will remember paris by many other things first .,1
kept bags closed and in front of us .,1
"we only went to the 2nd floor and it is actually high enough for most visitors , but you can go to the top if you are more adventurous .",1
instead me and my 6 year old walked the stairs up .,1
you can stop sometimes to appreciate the city .,1
"in the metro , in the railways in every corner !",1
"it was beautiful and if you can time it right , you can see it from the river .",1
it definitely attracts a lot of people because it 's a symbol of paris and very famous .,1
had to wait nearly 3 hours to ascend eiffel tower beautiful day so everyone wanted to do it well worth it,1
"amazing experience , its a must , fantastic views :-rrb- only had a 40 min wait it was well worth it though , we went to the second level , really was surprised how cheap it was .",1
will be back again soon,1
the show is 5minutes every hour on the hour an easily view from a nearby bridge .,1
our visit took us 2 to 3 hours more than half the time is waiting in the lines .,1
but it 's a must see place,1
"even though we had tickets in advance and were able to skip the initial line , the lines for the lift were very long .",1
the tower itself is a must visit if you happen to come to paris .,1
"we went here , and it was nice .",1
as breath taking every time you see it as the first .,1
"if i had known , i would definitely have booked my tickets on line beforehand but the queues on the day looked worse than they actually were .",1
"also , the monuments and museums in the city are illuminated .",1
but my friends still want to look around .,1
so if you can make a reservation online head of time so you can avoid the lines .,1
wait till you see it sparkles around 10pm in the night time .,1
it was actually dec 2013 i visited .,1
"the symbol of paris , you must go or pass nearby and take pictures .",1
a must visit paris icon !,1
"however what they do n't tell you is the line is looooong for security and to buy a ticket , as the elevators only carry a few at a time ... although there is a separate line and entrance for those with reservations and it as going much quicker .",1
they walked us to the tower and a guide stayed with us to the observation tower .,1
staff very helpful .,1
due to rain we do n't see it clearly but it was still amazing experience and view .,1
especially if you have bought tickets in advance thinking you will avoid the lines .,1
"an pint glass of beer , however , is fine ?",1
"this allowed us to purchase tickets to visit the summit , which is the highest point on the tower that you can visit .",1
i considered getting tickets on-line to avoid the line at the tower but i passed .,1
a trip to paris is not complete without climbing the top of the eiffel and taking in the ...,1
"by all means , buy your tickets ahead of time and avoid the queue .",1
we went there anyway as that is what one goes to see in paris .,1
"there is no real organisation to the queues either so expect plenty of americans , french and spainish to try and push you out the way to the front of the queue .",1
"its a beautiful tower , stunning , and the views are amazing from the top .",1
"i would recommend getting a skip the line pass from viator , a partner of tripadvisor , and enjoy a brief history of the tower before making your way up past the lines and exploring the floors !",1
the eiffel tower is an icon recognized around the world .,1
on the other hand it 's the eiffel tower and it 's just about the coolest tourist thing in paris .,1
"me and my partner visited the eiffel tower on his birthday trip to paris , it was beautiful by day and has lovely greenery to sit for a picnic on a sunny day .",1
"it 's really cool to see it up close and find out how it 's built , but you really only need one visit to the top , even if it 's just to say you did it .",1
"only went as far as the second floor , was still able to take in the marvellous views .",1
loved loved booked this went all the way to the top a day we will never forget a must do when in paris,1
with young boy stairs are not an option .,1
i see why they have this saying .,1
time your arrival to catch the sparkling light show for 5 minutes at the top of each hour .,1
i am stunned in the beauty of the tower .,1
it 's definitely worth paying the extra money to go to the sommet .,1
we went 2 weeks ago later at night a 15 min .,1
the summit is a must-do if you are there already .,1
"at night , it showed the colors of belgium to show sympathy of belgium explosions last month",1
great views from the top and would recommend going early .,1
"i knew it would be very crowded , so i went there very early in the morning to have a chance to see paris from the top .",1
it is a world renowned site and an absolute must visit .,1
beat the queues by arriving before 10am .,1
you can walk right underneath where the size of this tower really hits home .,1
if your adventurous go to the top .,1
"we got there approx 11am , fortunately for us weather had been quite wet & windy and the queues were very short ... due to a walking impediment , & using a walking stick , i was told i would be unable to go past level 2 to the summat , i was n't the least put off by this , more relived tbh , as having acrophobia & vertigo -- heights are not my thing ... .",1
by the time we came down the lights were turned on which made for a magical evening .,1
"that is one tourist attraction no one can miss , great view of surroundings , amazing architecture .",1
easily the no. 1 attracting in paris for me .,1
is cost us 50euros .,1
food/drink is a bit expensive when you 're up the tower but it 's not unexpected .,1
we visited on a sunday morning and found there to be very large queues probably better to go on a week day .,1
the eiffel tower is a stunning piece of architecture and amazing to think it was only built to be temporary .,1
one of the highlights of my paris trip .,1
however the surrounding area is scruffy and litter ridden which is disappointing .,1
it was windy and even more colder at the top but the views are breathtaking .,1
definitely the first choice in paris if you 're interested in the view .,1
i loved waiting in the line to get my ticket and waiting to go up to the elevator !,1
if you want to go to the restaurant you will need reservations .,1
we did n't much feel like using the stairs to get back down from the tower so we used the elevator .,1
the view of the eiffel tower from the land and river are totally different .,1
beware of unscrupulous websites that claim to have tickets and availability - just use the official website only which was very good and informative .,1
you ca n't help but be drawn to it .,1
a real trademark of paris and a must visit if you are in the area !,1
an extra surprise were the added flashing lights all over the tower at various intervals which made it look even more magical !,1
we then rode to the summit .,1
very beautiful sight indeed .,1
visit gustave 's office and have a meal in the restaurants .,1
i recommend purchasing tickets in advance .,1
"it was so much fun down and down looking thru the girders , open to the elements feeling the wind !",1
"in the day , you can enter the tower itself , view the surrounding gardens , and view the tower as a massive metal structure that will blow your mind .",1
the view from the second level is actually more interesting .,1
the trip to the top is well worth it .,1
"only thing i would suggest is do n't go late at night , alot of drunk people and people selling things under the tower are very agreesive to buy something they follow you .",1
"the eiffel tower amazes from every angle ; street , underneath , and every level on the way to the pinnacle , which is breathtaking .",1
i would recommend everyone to go on top of eiffel tower by lift .,1
be careful of pick pocket and treat yourself with a cartoon drawn picture and a merguez sandwich .,1
the views from the tower are amazing and it 's not too crowded in the cooler months .,1
restaurant is little bit expensive but meals are in great taste -lrb- i do n't mention landscape :-rrb- -rrb- .,1
the only regret i had was that i did n't have time to go up next time i 'm in paris i will definitely go up and experience the views ...,1
"the eiffel tower has it 's own unique charm , a symbol of many things , it stands proud and so should we .",1
it changes with each view and it is absolutely beautiful .,1
you get an amazing view of the city .,1
i can not express the pure joy i felt standing there looking at this magnificent icon of paris .,1
saw it for the first time close up at night - majestic and awesome sight .,1
"you do not need a prviate tour for this , but you do need a `` skip the lines '' tour",1
once at the top we were greeted with a view that millions have seen but it does n't take anything away from how special this is .,1
took the elevator .,1
"we went at night , when the tower is lit up , every so often the lights would make a sparkly effect that was breathtaking .",1
... do this .,1
"in magazines , on tv , from areas around paris , but during a trip to paris this year i decided to do dedicate some time with the tower .",1
there are 2 legs for elevators and 1 for climbing by foot -lrb- stairs ... -rrb-,1
one can also reserve well in advance to avoid any line .,1
stay till after 8pm lovely .,1
"one can spot it from almost all parts of the city , but its definitely worth visiting the eiffel .",1
simply loved the experience .,1
many lines waiting for booking a ticket .,1
avoid the queues and book ahead .,1
it has some of the most stunning views of the city .,1
it moves reasonably quickly and is well worth the wait .,1
we strollled arm in arm .,1
best to arrive before 9am if you want to enjoy the summit without the crowds .,1
"flooded with visitors all over the world , suggest you get hold of your ticket before hand to avoid huge lines !",1
we did n't eat at the restaurant we were planning too maybe on our next visit .,1
"i enjoyed going up the tower , we went at night , so it was very awesome .",1
"next time , i will seat at a balcony somewhere in the evening .",1
top !,1
read first about its history and the amazing engineere who designed it : eiffel .,1
we were then led towards the elevators and left to explore the magnificent wonder of the world at our own pace .,1
"oh , and he was 15 minutes late opening up .",1
"if you go by the sheer size of the tower , there are many taller ones around the world , but still this has a special place .",1
why not trying both ?,1
you tell one `` no thank you '' and 10 more continue to approach you and ask the same thing .,1
"queues , steps , unsolicited traders but sense of achievement when you get to the top",1
"this is the place to go for any tourist in paris , be it going there during the day or at night .",1
the first night we got there we went to see it at night .,1
"if you plan on going up the tower , watch your bag and get ready to wait .",1
going at night we found so much better than going during the day .,1
and choose one which gives you a ticket right to the top !,1
"be prepared to see plenty of police and soldiers walking around , which makes it a very safe place .",1
"if you do n't mind taking stairs , you can avoid the long lines for the elevator and get to the initial observation area - which is amazing .",1
it 's just wonderful and very difficult to express in words .,1
do n't get discouraged with the ` sometimes ' long queues as it is well worth it .,1
we were only in paris for a couple of days and there was so much to see that we never got the chance of ascending the tower .,1
"be sure to book ahead - we went right in , but the line for those who had n't was extremely long .",1
eiffel has three floors and the third floor is 294 meter from earth !,1
crazy awesome to be there with my family though .,1
its exactly how i pictured it .,1
this structure never fails to amaze me .,1
what more can i say ?,1
"love the eiffel tower , no matter how many times i go to paris ... it still takes my breath away !!",1
after reading what so many wrote decide will just walk up .,1
"this is only my second visit in 20 years , but it is sad that it is not as accessible as it once was .",1
but i 'm glad i decided to stick though with it .,1
we went there on a very cold morning but it did not stop us from having a good time admiring the tower .,1
"during the day , the lines are crazy , the security situation in europe means the tower is fenced off compared to before when you could just amble all around ... sad but necessary these days .",1
we had a walk around the tower and then across the river .,1
so that 's what you expect .,1
we had a blast people-watching .,1
the tower took our breath away totally .,1
via metro champs de mars you can wander around the base and or buy a ticket to climb to the viewing platforms .,1
this is one of the best man made structures every built .,1
classic but stunning .,1
pictures do not do this piece of architecture justice .,1
the choice is yours but either way the view will not disappoint .,1
"so we end up visiting the pyramid , louvre , chateau de versailles , arc de triumph and champ de ellys ... it 's worth having it on your bucket list .",1
it was a spectacular sight and gave us a better idea of how places we wanted to see related to each other spatially .,1
we did n't pay to take the lift to the top because we wanted to do other things and we were on a budget but i 'm sure if you can handle the height then it 's totally worth it .,1
at the top especially .,1
my advice - by your ticket in advance and skip the queue .,1
up close and underneath was a complete mess !,1
absolutely worth it .,1
"we purchased our tickets , it was quite cool that day so we purchased a hot chocolate while we waited .",1
beware of the traffic !,1
also ate in the restaurant which was very nice good staff very friendly,1
five stars hands down,1
my tip is make sure you make the most of your unlimited time you have paid for .,1
"had no desire to go to the very top , but the lines to get up there were long .",1
"very busy around here , beware of pickpockets .",1
"can walk up to the first floor , but took the lift as hot day .",1
our time spent at and around the eiffel tower was a definite highlight of our time in paris .,1
"now cordoned off by heavy security with paid access to the grounds , not including getting up the tower .",1
"beautiful place , lots of people taking photos , but well worth it .",1
we took our niece to paris for her birthday .,1
you can book in advance .,1
you can also go in under the tower once you pass through a long security line .,1
"it 's just a pile of iron , as gandhi famously said , but it 's a nice pile of iron .",1
a visit at night will be probably be just as awesome though .,1
"the first level has some informative displays , a snack shop , gift shop and restaurant 58 and of course some great views of paris .",1
"the tower is a photographers dream , but it is hard to stay away from the tourist mass .",1
due to the very long queues we chose not to this time .,1
"we did the ticket where you climb the stairs to the 2nd level , then take the elevator to the top .",1
we decided to walk down the stairs as the queue for the lift back down was long .,1
it sparkles for 5 minutes at night at the top of each hour .,1
i went early in the morning - around 10 am .,1
it 's crowded however .,1
upto the second level you have the option to take the stairs or the elevator but after that to go to the topmost level you only have the option of the elevator .,1
a lot to do around too .,1
a must see and a must do !,1
i absolutely encourage everyone to visit the eiffel tower when in paris !!,1
"there are some souvenirs shops , a macaroon shop and a cafe on the 2nd floor , and there are restaurants that can be booked in advance .",1
they closed the attendance to the tower on 11 july 2016 with no notice .,1
the staff and security were extremely friendly .,1
"at sunset , the city of lights is bathed in color like no other city in the world , and there is no better place to see its beautiful sunset colors than the eiffel tower .",1
now that 's good customer service !,1
people from all over the world at one place .,1
you feel like falling in love with the place .,1
the entire tower started to twinkle with fairy lights !,1
nearly 20 years ago i came to the eiffel tower climbed the stairs to the second stage and was tired but happy with my visit .,1
i still did n't get to go the day that i wanted .,1
"swarms of tourists , massive lines , street vendors pawning all kinds of trinkets ... but you got ta go .",1
we booked this tour as we wanted to be guaranteed of a time to explore the wonderful eiffel tower and hopefully to avoid some of the lines and crowds as we were at the start of the season .,1
people were cutting in and pretending they had always been in line and it was annoying to say the least .,1
it was a drizzly afternoon so there were n't as many people crowded around the tower as i expected .,1
"but when the sun sets , oh my .",1
an absolute must when visiting paris .,1
"its construction started on january 28 , 1887 and was completed at the end of march 1889 .",1
the top has great views in all directions .,1
"great view great sights , what more can one say ?",1
and telephoto lens .,1
get your video ready !,1
arrive just before sunset so had the chance to marvel at the engineering feat in the daylight before travelling up to the top .,1
"in spring 's daytime , i can see some cherry blossoms near the eiffel tower .",1
just go visit the empire state .,1
making reservation for dinner or a meal up top lets you skip the lines .,1
the gift shoppes we pretty reasonable as well .,1
under the tower you will probably meet some disturbing gypsies .,1
"will go again , and again .",1
wrap up warm it was very cold,1
a ` must see ' .,1
"we booked our tickets 3 months in advance , and we recommend one do the same to be able to avail all the time slots .",1
"eiffel is a must do if you 're going to paris for the first time , and i really recommend to climb the tower -lrb- by stairs -rrb- if you 're healthy .",1
a certain must .,1
but it really worth it !!!,1
"there are shops , an ice skating rink and places to eat up the tower , the lifts are smooth , the exterior stair case which you can use instead of the lifts is a little daunting but has fab views .",1
"and of course at night , because ... obviously !",1
"the trickiest part however is getting up there , in which you have to be clever .",1
i ll point out say few unexpected disappointing things .,1
but be careful .,1
would recommend getting there early before the crowds but worth the time .,1
"pictures , media etc. .",1
get advance tickets if nothing else .,1
love how it lights up at night time .,1
best view is from trocadéro - uninterrupted -lrb- except for all the tourists -rrb- incredible views,1
or astonishing ?,1
incredible place to visit very romantic and with great views of all of paris .,1
"just book tickets online early , the queues are horrible",1
great clean restrooms .,1
metro - ratp - rer,1
took the stairs .,1
"we queued for about an hour , and took the elevators to the second floor and then to the summit .",1
"even if it 's the most cliché thing to do in paris , you 'd be a fool to miss out on its wonderful history and the feeling of being a part of it !",1
the ticket to the top costs 17 euro .,1
can only go by elevator to higher levels .,1
it sits on a massive paved area and the structure is exposed from all angles for great photo opportunities .,1
"the vendors were irritating , the authories discouraged purchasing from those vendors ... you can get cheap souvenirs in the latin quarters .",1
we were very happy too see and visit eiffel tower .,1
i recommend lining up at 5pm at the latest in order to make it to the top for sunset .,1
"instead of paying 40 euro for nothing , you spend 200 euro , but at least you get a much more relaxing experience , a great lunch and the rest of your day to do other things .",1
the tower 's really tall - about the same height as an 81-storey building .,1
"actually , it depends on the sort of day , you have and how important it is to you to actually be on the tower .",1
it was simply amazing .,1
"sadly , it is mostly people making themselves targets .",1
booked skip the queue tickets which we did n't need .,1
amazing construction .,1
kind of feels like something you should do .,1
i will admit the motivation for the tour was the cut to the front of the line for the elevator to the second platform .,1
some pushy people have no recognition of personal space .,1
"we loved our visit to paris , but were not fortunate enough to book tickets early enough to get to the top .",1
"now , as soon as you get your left tickets , go and get in line for the lift because it will get long very quickly !",1
"wow , its amazing to watch that steel structure standing so tall .",1
the film about the eiffel tower is excellent and shows a great perspective of the firework displays .,1
once in the day and took the elevator to the top .,1
"we were here 1 hour before opening and got to stand in 1,5 hour or so before getting to the elevator .",1
note to self : never again let my good judgement fly out the window just because i am in fact a tourist !,1
more than i ever even imagined .,1
"your trip to paris wouln ´ tbe the same without visiting the eiffel tower , the views you have from he top are breathtaking .",1
"the most memorable moment was at night , when the lit the tower for 3 min !",1
a lot has changed .,1
what i like about the experience is that my wife was the happiest person after we got the pictures from ari .,1
"count on 2-3 hours of time , a lot of which will be spent waiting in line .",1
you need to enter the tower and use them at the first level which is unacceptable .,1
its never the same in pictures .,1
made it all look super shabby .,1
but i really enjoyed the whole experience of walking up to the tower .,1
go around the back for better pictures .,1
family of 5 including 1 teenage son and 2 younger daughters .,1
this was a fantastic place to visit .,1
looks really beautiful during those 5 minutes .,1
security is at best a joke !,1
it was just a big hunk of medal and throughout the whole tour i was hoping it would fall and kill me so that the tour could end .,1
our family recently spent 5 days in paris in january 2017 .,1
"it is majestic and huge and i could not explain why such a tall piece of metal could make you feel butterflies in you stomach , seriously .",1
"you can even dislike something in paris , but all the time that you look at this tower you remember the reason why this city is somehow different from others .",1
how did they make it ! '',1
we were unbelievably lucky with the weather as the day before it had been shrouded in mist but we had the most spectacularly sunny blue sky day - fantastic weather for the time of year .,1
views are not so nice then .,1
we then took another elevator to the top !,1
it is security heaven but once you are through the barriers there are shops and te tower .,1
when in paris ...,1
just as beautiful as one could think .,1
at night the tower even looks more amazing .,1
"great at night , when a mini light show starts a few moments before each hour",1
"if you go alone , huge lineups difficult accessibility due to the fences all around the tower this summer !",1
recently seems to have additional security checks probably due to the attack on paris this year .,1
there are iconic structures different places in the world and when you get to actually see and touch them it is pretty amazing .,1
when we were travelling from the train station i first got a glimpse of it and it was like a fairy tale :-rrb- .,1
if you want to tick all the been to paris boxes then go here .,1
we do recommend doing that .,1
"i was going to pay the extra and go express , but i 'm glad i did n't .",1
this is an absolute must see .,1
we started on the highest level and were on the look-out for sacre coeur and couldn '' t find it .,1
be sure to avoid all the scam artists lurking around though .,1
we quickly headed back down where we could enjoy the space and the open air .,1
we went mad & had a flute of pink champagne at the top - for the price of what a whole bottle of champagne would have cost in a supermarket !,1
could have had better choices for gluten free meals for coeliac 's .,1
we 've been during peak tourist season .,1
too bad .,1
plan ahead and try to book your tickets online because the lines are long and the wait grows enormous if you are not there when they first open .,1
this was at 10am .,1
"we picked a restaurant from up on the tower , then managed to find it !",1
the structure itself is beautiful but the experience was marred by the crowds and the heat,1
unforgettable !,1
all in all we felt it was worth the money and time and enjoyed it completely .,1
organised by tour agency .,1
this is so touristy !,1
been there on previous trips but it 's something you need to do !,1
"schedule a tour to save time and know the french history is very interesting , the views are awesome and the construction of the tower is amazing .",1
"if you want to see the mona lisa , be sure you get there early .",1
"i thought the cost for this was really good value , especially compared to some other similar landmarks across the globe .",1
"this city needs to gat a grip on its romas , bums , pick pockets , and savages .",1
"a big hint , book the behind-the-scenes tour from it 's website as early as possible to get the date and time you desire , and you do n't have to wait in the long ticket lines .",1
i see online that you can skip the line etc for 50-70 $ but i am glad i did n't bite on that one .,1
"great view form third floor , but expensive admission .",1
